"Path","Model","SourceStem","Case","FileName","TestMethodCount","ActionCount","MethodsWithNoActions","WarningCount","Actionable","Error"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-login_1\case-001\LoginTest.java","command-r7b-12-2024","evaluation-results-cohere-login_1","case-001","LoginTest.java","3","18","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-login_10\case-001\LoginTest.java","command-r7b-12-2024","evaluation-results-cohere-login_10","case-001","LoginTest.java","3","18","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-login_2\case-001\LoginTest.java","command-r7b-12-2024","evaluation-results-cohere-login_2","case-001","LoginTest.java","3","18","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-login_3\case-001\LoginTest.java","command-r7b-12-2024","evaluation-results-cohere-login_3","case-001","LoginTest.java","3","18","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-login_4\case-001\LoginTest.java","command-r7b-12-2024","evaluation-results-cohere-login_4","case-001","LoginTest.java","3","18","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-login_5\case-001\LoginTest.java","command-r7b-12-2024","evaluation-results-cohere-login_5","case-001","LoginTest.java","3","18","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-login_6\case-001\LoginTest.java","command-r7b-12-2024","evaluation-results-cohere-login_6","case-001","LoginTest.java","3","18","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-login_7\case-001\LoginTest.java","command-r7b-12-2024","evaluation-results-cohere-login_7","case-001","LoginTest.java","3","18","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-login_8\case-001\LoginTest.java","command-r7b-12-2024","evaluation-results-cohere-login_8","case-001","LoginTest.java","3","18","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-login_9\case-001\LoginTest.java","command-r7b-12-2024","evaluation-results-cohere-login_9","case-001","LoginTest.java","3","18","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_1\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_1","case-001","AuditLogTest.java","3","15","0","9","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_10\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_10","case-001","AuditLogTest.java","3","15","0","9","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_2\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_2","case-001","AuditLogTest.java","3","15","0","9","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_3\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_3","case-001","AuditLogTest.java","3","15","0","9","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_4\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_4","case-001","AuditLogTest.java","3","15","0","9","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_5\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_5","case-001","AuditLogTest.java","3","15","0","9","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_6\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_6","case-001","AuditLogTest.java","3","15","0","9","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_7\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_7","case-001","AuditLogTest.java","3","15","0","9","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_8\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_8","case-001","AuditLogTest.java","3","15","0","9","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_9\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_9","case-001","AuditLogTest.java","3","15","0","9","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_1\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_1","case-001","TransferTest.java","2","9","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_10\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_10","case-001","TransferTest.java","2","9","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_2\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_2","case-001","TransferTest.java","2","9","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_3\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_3","case-001","TransferTest.java","2","9","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_4\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_4","case-001","TransferTest.java","2","9","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_5\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_5","case-001","TransferTest.java","2","9","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_6\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_6","case-001","TransferTest.java","2","9","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_7\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_7","case-001","TransferTest.java","2","9","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_8\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_8","case-001","TransferTest.java","2","9","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_9\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_9","case-001","TransferTest.java","2","9","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_1\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_1","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_10\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_10","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_2\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_2","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_3\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_3","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_4\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_4","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_5\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_5","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_6\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_6","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_7\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_7","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_8\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_8","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_9\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_9","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_1\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_1","case-001","AuditLogTest.java","3","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_10\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_10","case-001","AuditLogTest.java","3","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_2\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_2","case-001","AuditLogTest.java","3","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_3\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_3","case-001","AuditLogTest.java","3","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_4\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_4","case-001","AuditLogTest.java","3","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_5\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_5","case-001","AuditLogTest.java","3","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_6\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_6","case-001","AuditLogTest.java","3","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_7\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_7","case-001","AuditLogTest.java","3","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_8\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_8","case-001","AuditLogTest.java","3","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_9\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_9","case-001","AuditLogTest.java","3","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_1\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_1","case-001","TransferTest.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_10\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_10","case-001","TransferTest.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_2\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_2","case-001","TransferTest.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_3\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_3","case-001","TransferTest.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_4\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_4","case-001","TransferTest.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_5\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_5","case-001","TransferTest.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_6\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_6","case-001","TransferTest.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_7\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_7","case-001","TransferTest.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_8\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_8","case-001","TransferTest.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_9\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_9","case-001","TransferTest.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_1\case-001\LoginE2ETest.java","gpt-oss-20b","evaluation-results-groq-login_1","case-001","LoginE2ETest.java","4","15","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_10\case-001\LoginE2ETest.java","gpt-oss-20b","evaluation-results-groq-login_10","case-001","LoginE2ETest.java","4","15","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_2\case-001\LoginE2ETest.java","gpt-oss-20b","evaluation-results-groq-login_2","case-001","LoginE2ETest.java","4","15","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_3\case-001\LoginE2ETest.java","gpt-oss-20b","evaluation-results-groq-login_3","case-001","LoginE2ETest.java","4","15","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_4\case-001\LoginE2ETest.java","gpt-oss-20b","evaluation-results-groq-login_4","case-001","LoginE2ETest.java","4","15","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_5\case-001\LoginE2ETest.java","gpt-oss-20b","evaluation-results-groq-login_5","case-001","LoginE2ETest.java","4","15","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_6\case-001\LoginE2ETest.java","gpt-oss-20b","evaluation-results-groq-login_6","case-001","LoginE2ETest.java","4","15","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_7\case-001\LoginE2ETest.java","gpt-oss-20b","evaluation-results-groq-login_7","case-001","LoginE2ETest.java","4","15","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_8\case-001\LoginE2ETest.java","gpt-oss-20b","evaluation-results-groq-login_8","case-001","LoginE2ETest.java","4","15","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_9\case-001\LoginE2ETest.java","gpt-oss-20b","evaluation-results-groq-login_9","case-001","LoginE2ETest.java","4","15","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_1\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_1","case-001","AuditLogRBACTest.java","4","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_10\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_10","case-001","AuditLogRBACTest.java","4","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_2\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_2","case-001","AuditLogRBACTest.java","4","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_3\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_3","case-001","AuditLogRBACTest.java","4","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_4\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_4","case-001","AuditLogRBACTest.java","4","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_5\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_5","case-001","AuditLogRBACTest.java","4","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_6\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_6","case-001","AuditLogRBACTest.java","4","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_7\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_7","case-001","AuditLogRBACTest.java","4","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_8\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_8","case-001","AuditLogRBACTest.java","4","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_9\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_9","case-001","AuditLogRBACTest.java","4","12","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_1\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_1","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_10\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_10","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_2\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_2","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_3\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_3","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_4\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_4","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_5\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_5","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_6\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_6","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_7\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_7","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_8\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_8","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_9\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_9","case-001","SecureBankLoginTest.java","3","22","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-rbac_1\case-001\AuditLogTest.java","llama-3.3-70b-instruct","evaluation-results-llama-rbac_1","case-001","AuditLogTest.java","3","14","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-rbac_10\case-001\AuditLogTest.java","llama-3.3-70b-instruct","evaluation-results-llama-rbac_10","case-001","AuditLogTest.java","3","14","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-rbac_2\case-001\AuditLogTest.java","llama-3.3-70b-instruct","evaluation-results-llama-rbac_2","case-001","AuditLogTest.java","3","14","0","0","True",""
