"Path","Model","SourceStem","Case","Feature","PlanPath","ExecutedAt","BaseUrl","OverallStatus","TotalMethods","PassMethods","FailMethods","BlockedMethods","TotalSteps","ExecutedSteps","PassedSteps","FailedSteps","BlockedSteps","FailedTools","LocatorFailures","Notes"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_5\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_5","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_5/case-001/AuditLogTest.playwright-plan.json","03/12/2026 01:43:24","http://localhost:8080","fail","3","0","3","0","15","15","12","3","0","browser_click","#submit_button_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_6\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_6","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_6/case-001/AuditLogTest.playwright-plan.json","03/12/2026 01:43:24","http://localhost:8080","fail","3","0","3","0","15","15","12","3","0","browser_click","#submit_button_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_7\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_7","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_7/case-001/AuditLogTest.playwright-plan.json","03/12/2026 01:43:24","http://localhost:8080","fail","3","0","3","0","15","15","12","3","0","browser_click","#submit_button_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_8\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_8","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_8/case-001/AuditLogTest.playwright-plan.json","03/12/2026 01:43:24","http://localhost:8080","fail","3","0","3","0","15","15","12","3","0","browser_click","#submit_button_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_9\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_9","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_9/case-001/AuditLogTest.playwright-plan.json","03/12/2026 01:43:25","http://localhost:8080","fail","3","0","3","0","15","15","12","3","0","browser_click","#submit_button_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_1\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_1","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_1/case-001/TransferTest.playwright-plan.json","03/12/2026 01:43:25","http://localhost:8080","fail","3","0","3","0","36","15","12","3","21","browser_click","#submit_button_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_10\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_10","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_10/case-001/TransferTest.playwright-plan.json","03/12/2026 01:43:25","http://localhost:8080","fail","3","0","3","0","36","15","12","3","21","browser_click","#submit_button_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_2\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_2","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_2/case-001/TransferTest.playwright-plan.json","03/12/2026 01:43:25","http://localhost:8080","fail","3","0","3","0","36","15","12","3","21","browser_click","#submit_button_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_3\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_3","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_3/case-001/TransferTest.playwright-plan.json","03/12/2026 01:43:25","http://localhost:8080","fail","3","0","3","0","36","15","12","3","21","browser_click","#submit_button_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_4\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_4","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_4/case-001/TransferTest.playwright-plan.json","03/12/2026 01:43:25","http://localhost:8080","fail","3","0","3","0","36","15","12","3","21","browser_click","#submit_button_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_5\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_5","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_5/case-001/TransferTest.playwright-plan.json","03/12/2026 01:43:25","http://localhost:8080","fail","3","0","3","0","36","15","12","3","21","browser_click","#submit_button_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_6\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_6","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_6/case-001/TransferTest.playwright-plan.json","03/12/2026 01:43:25","http://localhost:8080","fail","3","0","3","0","36","15","12","3","21","browser_click","#submit_button_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_7\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_7","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_7/case-001/TransferTest.playwright-plan.json","03/12/2026 01:43:25","http://localhost:8080","fail","3","0","3","0","36","15","12","3","21","browser_click","#submit_button_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_8\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_8","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_8/case-001/TransferTest.playwright-plan.json","03/12/2026 01:43:26","http://localhost:8080","fail","3","0","3","0","36","15","12","3","21","browser_click","#submit_button_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_9\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_9","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_9/case-001/TransferTest.playwright-plan.json","03/12/2026 01:43:26","http://localhost:8080","fail","3","0","3","0","36","15","12","3","21","browser_click","#submit_button_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-login_1\case-001\LoginE2ETest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-login_1","case-001","ログイン","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-login_1/case-001/LoginE2ETest.playwright-plan.json","03/12/2026 01:44:22","http://localhost:8080","fail","4","1","3","0","23","17","14","3","6","browser_evaluate | browser_fill_form","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-login_10\case-001\LoginE2ETest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-login_10","case-001","ログイン","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-login_10/case-001/LoginE2ETest.playwright-plan.json","03/12/2026 01:43:42","http://localhost:8080","fail","4","1","3","0","23","17","14","3","6","browser_evaluate | browser_fill_form","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-login_2\case-001\LoginE2ETest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-login_2","case-001","ログイン","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-login_2/case-001/LoginE2ETest.playwright-plan.json","03/12/2026 01:45:02","http://localhost:8080","fail","4","1","3","0","23","17","14","3","6","browser_evaluate | browser_fill_form","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-login_3\case-001\LoginE2ETest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-login_3","case-001","ログイン","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-login_3/case-001/LoginE2ETest.playwright-plan.json","03/12/2026 01:45:42","http://localhost:8080","fail","4","1","3","0","23","17","14","3","6","browser_evaluate | browser_fill_form","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-login_4\case-001\LoginE2ETest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-login_4","case-001","ログイン","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-login_4/case-001/LoginE2ETest.playwright-plan.json","03/12/2026 01:46:22","http://localhost:8080","fail","4","1","3","0","23","17","14","3","6","browser_evaluate | browser_fill_form","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-login_5\case-001\LoginE2ETest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-login_5","case-001","ログイン","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-login_5/case-001/LoginE2ETest.playwright-plan.json","03/12/2026 01:47:02","http://localhost:8080","fail","4","1","3","0","23","17","14","3","6","browser_evaluate | browser_fill_form","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-login_6\case-001\LoginE2ETest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-login_6","case-001","ログイン","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-login_6/case-001/LoginE2ETest.playwright-plan.json","03/12/2026 01:47:42","http://localhost:8080","fail","4","1","3","0","23","17","14","3","6","browser_evaluate | browser_fill_form","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-login_7\case-001\LoginE2ETest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-login_7","case-001","ログイン","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-login_7/case-001/LoginE2ETest.playwright-plan.json","03/12/2026 01:48:23","http://localhost:8080","fail","4","1","3","0","23","17","14","3","6","browser_evaluate | browser_fill_form","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-login_8\case-001\LoginE2ETest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-login_8","case-001","ログイン","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-login_8/case-001/LoginE2ETest.playwright-plan.json","03/12/2026 01:49:03","http://localhost:8080","fail","4","1","3","0","23","17","14","3","6","browser_evaluate | browser_fill_form","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-login_9\case-001\LoginE2ETest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-login_9","case-001","ログイン","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-login_9/case-001/LoginE2ETest.playwright-plan.json","03/12/2026 01:49:43","http://localhost:8080","fail","4","1","3","0","23","17","14","3","6","browser_evaluate | browser_fill_form","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-rbac_1\case-001\AuditLogRBACTest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-rbac_1","case-001","監査ログ","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-rbac_1/case-001/AuditLogRBACTest.playwright-plan.json","03/12/2026 01:50:23","http://localhost:8080","fail","4","1","3","0","21","19","16","3","2","browser_evaluate","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-rbac_10\case-001\AuditLogRBACTest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-rbac_10","case-001","監査ログ","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-rbac_10/case-001/AuditLogRBACTest.playwright-plan.json","03/12/2026 01:50:07","http://localhost:8080","fail","4","1","3","0","21","19","16","3","2","browser_evaluate","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-rbac_2\case-001\AuditLogRBACTest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-rbac_2","case-001","監査ログ","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-rbac_2/case-001/AuditLogRBACTest.playwright-plan.json","03/12/2026 01:50:31","http://localhost:8080","fail","4","1","3","0","21","19","16","3","2","browser_evaluate","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-rbac_3\case-001\AuditLogRBACTest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-rbac_3","case-001","監査ログ","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-rbac_3/case-001/AuditLogRBACTest.playwright-plan.json","03/12/2026 01:50:39","http://localhost:8080","fail","4","1","3","0","21","19","16","3","2","browser_evaluate","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-rbac_4\case-001\AuditLogRBACTest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-rbac_4","case-001","監査ログ","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-rbac_4/case-001/AuditLogRBACTest.playwright-plan.json","03/12/2026 01:50:48","http://localhost:8080","fail","4","1","3","0","21","19","16","3","2","browser_evaluate","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-rbac_5\case-001\AuditLogRBACTest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-rbac_5","case-001","監査ログ","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-rbac_5/case-001/AuditLogRBACTest.playwright-plan.json","03/12/2026 01:50:56","http://localhost:8080","fail","4","1","3","0","21","19","16","3","2","browser_evaluate","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-rbac_6\case-001\AuditLogRBACTest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-rbac_6","case-001","監査ログ","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-rbac_6/case-001/AuditLogRBACTest.playwright-plan.json","03/12/2026 01:51:04","http://localhost:8080","fail","4","1","3","0","21","19","16","3","2","browser_evaluate","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-rbac_7\case-001\AuditLogRBACTest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-rbac_7","case-001","監査ログ","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-rbac_7/case-001/AuditLogRBACTest.playwright-plan.json","03/12/2026 01:51:12","http://localhost:8080","fail","4","1","3","0","21","19","16","3","2","browser_evaluate","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-rbac_8\case-001\AuditLogRBACTest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-rbac_8","case-001","監査ログ","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-rbac_8/case-001/AuditLogRBACTest.playwright-plan.json","03/12/2026 01:51:20","http://localhost:8080","fail","4","1","3","0","21","19","16","3","2","browser_evaluate","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gpt-oss-20b\evaluation-results-groq-rbac_9\case-001\AuditLogRBACTest.playwright-result.json","gpt-oss-20b","evaluation-results-groq-rbac_9","case-001","監査ログ","reports/playwright-plans/gpt-oss-20b/evaluation-results-groq-rbac_9/case-001/AuditLogRBACTest.playwright-plan.json","03/12/2026 01:51:28","http://localhost:8080","fail","4","1","3","0","21","19","16","3","2","browser_evaluate","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\llama-3.3-70b-instruct\evaluation-results-llama-login_1\case-001\SecureBankLoginTest.playwright-result.json","llama-3.3-70b-instruct","evaluation-results-llama-login_1","case-001","ログイン","","","","","0","0","0","0","0","0","0","0","0","","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\llama-3.3-70b-instruct\evaluation-results-llama-login_10\case-001\SecureBankLoginTest.playwright-result.json","llama-3.3-70b-instruct","evaluation-results-llama-login_10","case-001","ログイン","reports/playwright-plans/llama-3.3-70b-instruct/evaluation-results-llama-login_10/case-001/SecureBankLoginTest.playwright-plan.json","03/12/2026 01:51:37","http://localhost:8080","fail","3","1","2","0","32","32","30","2","0","browser_verify_text_visible","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\llama-3.3-70b-instruct\evaluation-results-llama-login_2\case-001\SecureBankLoginTest.playwright-result.json","llama-3.3-70b-instruct","evaluation-results-llama-login_2","case-001","ログイン","reports/playwright-plans/llama-3.3-70b-instruct/evaluation-results-llama-login_2/case-001/SecureBankLoginTest.playwright-plan.json","03/12/2026 01:51:47","http://localhost:8080","fail","3","1","2","0","32","32","30","2","0","browser_verify_text_visible","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\llama-3.3-70b-instruct\evaluation-results-llama-login_3\case-001\SecureBankLoginTest.playwright-result.json","llama-3.3-70b-instruct","evaluation-results-llama-login_3","case-001","ログイン","reports/playwright-plans/llama-3.3-70b-instruct/evaluation-results-llama-login_3/case-001/SecureBankLoginTest.playwright-plan.json","03/12/2026 01:51:57","http://localhost:8080","fail","3","1","2","0","32","32","30","2","0","browser_verify_text_visible","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\llama-3.3-70b-instruct\evaluation-results-llama-login_4\case-001\SecureBankLoginTest.playwright-result.json","llama-3.3-70b-instruct","evaluation-results-llama-login_4","case-001","ログイン","reports/playwright-plans/llama-3.3-70b-instruct/evaluation-results-llama-login_4/case-001/SecureBankLoginTest.playwright-plan.json","03/12/2026 01:52:08","http://localhost:8080","fail","3","1","2","0","32","32","30","2","0","browser_verify_text_visible","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\llama-3.3-70b-instruct\evaluation-results-llama-login_5\case-001\SecureBankLoginTest.playwright-result.json","llama-3.3-70b-instruct","evaluation-results-llama-login_5","case-001","ログイン","reports/playwright-plans/llama-3.3-70b-instruct/evaluation-results-llama-login_5/case-001/SecureBankLoginTest.playwright-plan.json","03/12/2026 01:52:18","http://localhost:8080","fail","3","1","2","0","32","32","30","2","0","browser_verify_text_visible","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\llama-3.3-70b-instruct\evaluation-results-llama-login_6\case-001\SecureBankLoginTest.playwright-result.json","llama-3.3-70b-instruct","evaluation-results-llama-login_6","case-001","ログイン","reports/playwright-plans/llama-3.3-70b-instruct/evaluation-results-llama-login_6/case-001/SecureBankLoginTest.playwright-plan.json","03/12/2026 01:52:28","http://localhost:8080","fail","3","1","2","0","32","32","30","2","0","browser_verify_text_visible","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\llama-3.3-70b-instruct\evaluation-results-llama-login_7\case-001\SecureBankLoginTest.playwright-result.json","llama-3.3-70b-instruct","evaluation-results-llama-login_7","case-001","ログイン","reports/playwright-plans/llama-3.3-70b-instruct/evaluation-results-llama-login_7/case-001/SecureBankLoginTest.playwright-plan.json","03/12/2026 01:52:39","http://localhost:8080","fail","3","1","2","0","32","32","30","2","0","browser_verify_text_visible","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\llama-3.3-70b-instruct\evaluation-results-llama-login_8\case-001\SecureBankLoginTest.playwright-result.json","llama-3.3-70b-instruct","evaluation-results-llama-login_8","case-001","ログイン","reports/playwright-plans/llama-3.3-70b-instruct/evaluation-results-llama-login_8/case-001/SecureBankLoginTest.playwright-plan.json","03/12/2026 01:52:49","http://localhost:8080","fail","3","1","2","0","32","32","30","2","0","browser_verify_text_visible","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\llama-3.3-70b-instruct\evaluation-results-llama-login_9\case-001\SecureBankLoginTest.playwright-result.json","llama-3.3-70b-instruct","evaluation-results-llama-login_9","case-001","ログイン","reports/playwright-plans/llama-3.3-70b-instruct/evaluation-results-llama-login_9/case-001/SecureBankLoginTest.playwright-plan.json","03/12/2026 01:53:00","http://localhost:8080","fail","3","1","2","0","32","32","30","2","0","browser_verify_text_visible","",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\llama-3.3-70b-instruct\evaluation-results-llama-rbac_1\case-001\AuditLogTest.playwright-result.json","llama-3.3-70b-instruct","evaluation-results-llama-rbac_1","case-001","監査ログ","reports/playwright-plans/llama-3.3-70b-instruct/evaluation-results-llama-rbac_1/case-001/AuditLogTest.playwright-plan.json","03/12/2026 01:53:42","http://localhost:8080","fail","3","0","3","0","24","23","20","3","1","browser_click | browser_evaluate","",""
